Experiment,sample_id,study,project,condition,rep_id,Strain Description,Strain,Culture Type,Evolved Sample,Base Media,Temperature (C),pH,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Antibiotic for selection,Growth Rate (1/hr),Isolate Type,Additional Details,project_reference,Sequencing Machine,LibraryLayout,Platform,Biological Replicates,DOI,GEO,SRX,Run,R1,R2,contact,creator,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
p1k_00011,acid__wt_ph5__1,Acid,acid,wt_ph5,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,,,,,p1k_00011;p1k_00012,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,SRX895926,SRR1824557,s3://precise-db/raw_data/acid/RNAseq-WT-pH-5-5-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/acid/RNAseq-WT-pH-5-5-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,acid:wt_ph5,True,True
p1k_00012,acid__wt_ph5__2,Acid,acid,wt_ph5,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,,,,,p1k_00011;p1k_00012,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,SRX895927,SRR1824558,s3://precise-db/raw_data/acid/RNAseq-WT-pH-5-5-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/acid/RNAseq-WT-pH-5-5-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,acid:wt_ph5,True,True
p1k_00014,acid__delgadx_ph5__2,Acid,acid,delgadx_ph5,2,Escherichia coli K-12 MG1655 del_gadX,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,p1k_00011;p1k_00012,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,SRX895933,SRR1824564,s3://precise-db/raw_data/acid/RNAseq-dgadX-pH-5-5-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/acid/RNAseq-dgadX-pH-5-5-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,acid:delgadx_ph5,True,False
p1k_00015,acid__delgadw_ph5__1,Acid,acid,delgadw_ph5,1,Escherichia coli K-12 MG1655 del_gadW,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,p1k_00011;p1k_00012,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,SRX895930,SRR1824561,s3://precise-db/raw_data/acid/RNAseq-dgadW-pH-5-5-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/acid/RNAseq-dgadW-pH-5-5-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,acid:delgadw_ph5,True,True
p1k_00016,acid__delgadw_ph5__2,Acid,acid,delgadw_ph5,2,Escherichia coli K-12 MG1655 del_gadW,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,p1k_00011;p1k_00012,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,SRX895931,SRR1824562,s3://precise-db/raw_data/acid/RNAseq-dgadW-pH-5-5-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/acid/RNAseq-dgadW-pH-5-5-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,acid:delgadw_ph5,True,True
p1k_00017,acid__delgade_ph5__1,Acid,acid,delgade_ph5,1,Escherichia coli K-12 MG1655 del_gadE,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,p1k_00011;p1k_00012,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,SRX895928,SRR1824559,s3://precise-db/raw_data/acid/RNAseq-dgadE-pH-5-5-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/acid/RNAseq-dgadE-pH-5-5-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,acid:delgade_ph5,True,True
p1k_00018,acid__delgade_ph5__2,Acid,acid,delgade_ph5,2,Escherichia coli K-12 MG1655 del_gadE,MG1655,Batch,No,M9,37,5.5,glucose(2),NH4Cl(1),O2,,,Kanamycin (50 ug/mL),,,,p1k_00011;p1k_00012,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms8970,GSE66482,SRX895929,SRR1824560,s3://precise-db/raw_data/acid/RNAseq-dgadE-pH-5-5-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/acid/RNAseq-dgadE-pH-5-5-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,acid:delgade_ph5,True,True
p1k_00019,oxidative__wt_pq__1,Oxidative,oxidative,wt_pq,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),,0.0,,,p1k_00019;p1k_00020,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,SRX871628,SRR1796598,s3://precise-db/raw_data/oxidative/WT-PQ-RNAseq-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxidative/WT-PQ-RNAseq-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,oxidative:wt_pq,True,True
p1k_00020,oxidative__wt_pq__2,Oxidative,oxidative,wt_pq,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),,0.0,,,p1k_00019;p1k_00020,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,SRX871629,SRR1796599,s3://precise-db/raw_data/oxidative/WT-PQ-RNAseq-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxidative/WT-PQ-RNAseq-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,oxidative:wt_pq,True,True
p1k_00021,oxidative__deloxyr_pq__1,Oxidative,oxidative,deloxyr_pq,1,Escherichia coli K-12 MG1655 del_oxyR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,p1k_00019;p1k_00020,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,SRX871630,SRR1796600,s3://precise-db/raw_data/oxidative/oxyR-PQ-RNAseq-1_S3_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxidative/oxyR-PQ-RNAseq-1_S3_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,oxidative:deloxyr_pq,True,True
p1k_00022,oxidative__deloxyr_pq__2,Oxidative,oxidative,deloxyr_pq,2,Escherichia coli K-12 MG1655 del_oxyR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,p1k_00019;p1k_00020,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,SRX871631,SRR1796601,s3://precise-db/raw_data/oxidative/oxyR-PQ-RNAseq-2_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxidative/oxyR-PQ-RNAseq-2_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,oxidative:deloxyr_pq,True,True
p1k_00023,oxidative__delsoxr_pq__1,Oxidative,oxidative,delsoxr_pq,1,Escherichia coli K-12 MG1655 del_soxR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,p1k_00019;p1k_00020,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,SRX871632,SRR1796602,s3://precise-db/raw_data/oxidative/soxR-PQ-RNAseq-1_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxidative/soxR-PQ-RNAseq-1_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,oxidative:delsoxr_pq,True,True
p1k_00024,oxidative__delsoxr_pq__2,Oxidative,oxidative,delsoxr_pq,2,Escherichia coli K-12 MG1655 del_soxR,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,p1k_00019;p1k_00020,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,SRX871633,SRR1796603,s3://precise-db/raw_data/oxidative/soxR-PQ-RNAseq-2_S3_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxidative/soxR-PQ-RNAseq-2_S3_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,oxidative:delsoxr_pq,True,True
p1k_00025,oxidative__delsoxs_pq__1,Oxidative,oxidative,delsoxs_pq,1,Escherichia coli K-12 MG1655 del_soxS,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,p1k_00019;p1k_00020,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,SRX871634,SRR1796604,s3://precise-db/raw_data/oxidative/soxS-PQ-RNAseq-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxidative/soxS-PQ-RNAseq-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,oxidative:delsoxs_pq,True,True
p1k_00026,oxidative__delsoxs_pq__2,Oxidative,oxidative,delsoxs_pq,2,Escherichia coli K-12 MG1655 del_soxS,MG1655,Batch,No,M9,37,7.0,glucose(2),NH4Cl(1),O2,,PQ (250uM),Kanamycin (50 ug/mL),0.0,,,p1k_00019;p1k_00020,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1016/j.celrep.2015.07.043,GSE65711,SRX871635,SRR1796605,s3://precise-db/raw_data/oxidative/soxS-PQ-RNAseq-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/oxidative/soxS-PQ-RNAseq-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,oxidative:delsoxs_pq,True,True
p1k_00027,nac_ntrc__wt_csn__1,Nac/NtrC,nac_ntrc,wt_csn,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytosine(2),O2,,,,,,,p1k_00027;p1k_00028,MiSeq,PAIRED,ILLUMINA,2.0,escholarship.org/uc/item/0k4709x6,,,,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,nac_ntrc:wt_csn,True,True
p1k_00028,nac_ntrc__wt_csn__2,Nac/NtrC,nac_ntrc,wt_csn,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytosine(2),O2,,,,,,,p1k_00027;p1k_00028,MiSeq,PAIRED,ILLUMINA,2.0,escholarship.org/uc/item/0k4709x6,,,,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytosine-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,nac_ntrc:wt_csn,True,True
p1k_00029,nac_ntrc__wt_cytd__1,Nac/NtrC,nac_ntrc,wt_cytd,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytidine(2),O2,,,,,,,p1k_00027;p1k_00028,MiSeq,PAIRED,ILLUMINA,2.0,escholarship.org/uc/item/0k4709x6,,,,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytidine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytidine-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,nac_ntrc:wt_cytd,True,True
p1k_00030,nac_ntrc__wt_cytd__2,Nac/NtrC,nac_ntrc,wt_cytd,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),cytidine(2),O2,,,,,,,p1k_00027;p1k_00028,MiSeq,PAIRED,ILLUMINA,2.0,escholarship.org/uc/item/0k4709x6,,,,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytidine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-cytidine-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,nac_ntrc:wt_cytd,True,True
p1k_00031,nac_ntrc__wt_gln__1,Nac/NtrC,nac_ntrc,wt_gln,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),glutamine(2),O2,,,,,,,p1k_00027;p1k_00028,MiSeq,PAIRED,ILLUMINA,2.0,escholarship.org/uc/item/0k4709x6,,,,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,nac_ntrc:wt_gln,True,True
p1k_00032,nac_ntrc__wt_gln__2,Nac/NtrC,nac_ntrc,wt_gln,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,W2,37,7.0,glucose(2),glutamine(2),O2,,,,,,,p1k_00027;p1k_00028,MiSeq,PAIRED,ILLUMINA,2.0,escholarship.org/uc/item/0k4709x6,,,,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/nac_ntrc/MG1655-W2-glutamine-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,nac_ntrc:wt_gln,True,True
p1k_00041,misc__wt_no_te__1,Misc,misc,wt_no_te,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985291,SRR8164476,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-1_S1_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:wt_no_te,True,True
p1k_00042,misc__wt_no_te__2,Misc,misc,wt_no_te,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,,,,,,,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985292,SRR8164477,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/RNAseq-WT-NoTE-2_S2_L001_R2_001.fastq.gz,Sangwoo Seo,Sangwoo Seo,True,True,True,True,misc:wt_no_te,True,True
p1k_00049,misc__nitr_031__1,Misc,misc,nitr_031,1,Escherichia coli K-12 MG1655,MG1655,Chemostat,No,M9,37,7.0,glucose(4),NH4Cl(10mM),O2,sauer trace element mixture,,,,,chemostat w/ dilution rate 0.31 h^-1,p1k_00041;p1k_00042,MiSeq,PAIRED,ILLUMINA,1.0,doi.org/10.1038/s41467-019-13483-w,GSE72020,SRX1144222,SRR2157520,s3://precise-db/raw_data/misc/0-3_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/misc/0-3_S1_L001_R2_001.fastq.gz,Jose Utrilla,Jose Utrilla,True,True,True,True,misc:nitr_031,True,False
p1k_00050,omics__wt_glu__1,Omics,omics,wt_glu,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985299,SRR8164484,s3://precise-db/raw_data/omics/supplementation-glutamate-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glutamate-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_glu,True,True
p1k_00051,omics__wt_glu__2,Omics,omics,wt_glu,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glutamate (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/s41467-019-13483-w,GSE122211,SRX4985300,SRR8164485,s3://precise-db/raw_data/omics/supplementation-glutamate-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glutamate-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_glu,True,True
p1k_00052,omics__wt_gly__1,Omics,omics,wt_gly,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,SRX661397,SRR1525108,s3://precise-db/raw_data/omics/supplementation-glycine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glycine-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_gly,True,True
p1k_00053,omics__wt_gly__2,Omics,omics,wt_gly,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,glycine (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,SRX661398,SRR1525109,s3://precise-db/raw_data/omics/supplementation-glycine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-glycine-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_gly,True,True
p1k_00054,omics__wt_thr__1,Omics,omics,wt_thr,1,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,SRX661399,SRR1525110,s3://precise-db/raw_data/omics/supplementation-threonine-1_S1_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-threonine-1_S1_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_thr,True,True
p1k_00055,omics__wt_thr__2,Omics,omics,wt_thr,2,Escherichia coli K-12 MG1655,MG1655,Batch,No,M9,37,7.0,glucose(4),NH4Cl(1),O2,sauer trace element mixture,threonine (10mM),,,,,p1k_00050;p1k_00051,MiSeq,PAIRED,ILLUMINA,2.0,doi.org/10.1038/ncomms13091,GSE59760,SRX661400,SRR1525111,s3://precise-db/raw_data/omics/supplementation-threonine-2_S2_L001_R1_001.fastq.gz,s3://precise-db/raw_data/omics/supplementation-threonine-2_S2_L001_R2_001.fastq.gz,Donghyuk Kim,Donghyuk Kim,True,True,True,True,omics:wt_thr,True,True
